season,date,regular,playoffs,home,away,spread_home,home_pts,away_pts,home_margin,home_win,ats_margin_home,covered_home,covered_away,team,opponent,is_home,abs_spread,team_win,opp_win,team_win_pct_before_game,opp_win_pct_before_game,team_recent_win_pct_3,opp_recent_win_pct_3,team_rest,opp_rest,team_pts_for,team_pts_against,team_margin,opp_pts_for,opp_pts_against,opp_margin,team_pts_for_5,team_pts_against_5,team_margin_5,opp_pts_for_5,opp_pts_against_5,opp_margin_5,delta_win_pct,delta_recent_win_pct_3,delta_rest,delta_pts_for_5,delta_margin_5,team_is_b2b,opp_is_b2b,team_is_3in4,opp_is_3in4,is_altitude_home,is_altitude_away,year,split
2019,2019-03-10,True,False,sa,mil,2.0,121.0,114.0,7.0,1,9.0,1,0,sa,mil,1,2.0,1,0,0.7916666666666666,0.5616438356164384,1.0,0.3333333333333333,6.0,6.0,121.0,114.0,7.0,114.0,121.0,-7.0,111.0,104.0,7.0,121.0,119.0,2.0,0.2300228310502282,0.6666666666666667,0.0,-10.0,5.0,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,mem,orl,-0.0,105.0,97.0,8.0,1,8.0,1,0,mem,orl,1,0.0,1,0,0.4324324324324324,0.2837837837837837,0.6666666666666666,0.3333333333333333,2.0,5.0,105.0,97.0,8.0,97.0,105.0,-8.0,111.4,108.2,3.2,106.4,107.8,-1.4,0.1486486486486486,0.3333333333333333,-3.0,5.0,4.6,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,dal,hou,8.5,93.0,94.0,-1.0,0,7.5,1,0,dal,hou,1,8.5,0,1,0.5070422535211268,0.6388888888888888,0.3333333333333333,1.0,8.0,5.0,93.0,94.0,-1.0,94.0,93.0,1.0,99.6,107.8,-8.2,111.4,108.6,2.8,-0.1318466353677621,-0.6666666666666667,3.0,-11.800000000000011,-11.0,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,phi,ind,-6.5,106.0,89.0,17.0,1,10.5,1,0,phi,ind,1,6.5,1,0,0.7333333333333333,0.5138888888888888,0.3333333333333333,0.0,5.0,3.0,106.0,89.0,17.0,89.0,106.0,-17.0,112.2,114.0,-1.8,107.2,111.8,-4.6,0.2194444444444444,0.3333333333333333,2.0,5.0,2.8,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,mia,tor,-1.5,104.0,125.0,-21.0,0,-22.5,0,1,mia,tor,1,1.5,0,1,0.5571428571428572,0.6056338028169014,1.0,0.6666666666666666,2.0,2.0,104.0,125.0,-21.0,125.0,104.0,21.0,120.8,112.0,8.8,115.2,104.6,10.6,-0.0484909456740442,0.3333333333333333,0.0,5.599999999999994,-1.799999999999999,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,det,chi,-9.0,131.0,108.0,23.0,1,14.0,1,0,det,chi,1,9.0,1,0,0.6056338028169014,0.2957746478873239,1.0,0.6666666666666666,4.0,5.0,131.0,108.0,23.0,108.0,131.0,-23.0,119.4,109.0,10.4,121.6,117.6,4.0,0.3098591549295774,0.3333333333333333,-1.0,-2.1999999999999886,6.4,0,0,0,0,0,0,2019,train
2019,2019-03-10,True,False,atl,no,-1.0,128.0,116.0,12.0,1,11.0,1,0,atl,no,1,1.0,1,0,0.3698630136986301,0.4794520547945205,0.0,1.0,1.0,6.0,128.0,116.0,12.0,116.0,128.0,-12.0,125.6,125.6,0.0,113.2,113.0,0.2,-0.1095890410958904,-1.0,-5.0,12.399999999999991,-0.2,1,0,1,0,0,0,2019,train
2019,2019-03-11,True,False,utah,okc,-4.0,89.0,98.0,-9.0,0,-13.0,0,1,utah,okc,1,4.0,0,1,0.6712328767123288,0.5066666666666667,0.6666666666666666,0.3333333333333333,7.0,3.0,89.0,98.0,-9.0,98.0,89.0,9.0,117.6,109.0,8.6,114.6,121.4,-6.8,0.164566210045662,0.3333333333333333,4.0,3.0,15.4,0,0,0,1,0,0,2019,train
2019,2019-03-11,True,False,cle,tor,8.5,126.0,101.0,25.0,1,33.5,1,0,cle,tor,1,8.5,1,0,0.5068493150684932,0.6111111111111112,0.3333333333333333,0.6666666666666666,8.0,1.0,126.0,101.0,25.0,101.0,126.0,-25.0,106.6,110.0,-3.4,116.4,104.0,12.4,-0.1042617960426179,-0.3333333333333333,7.0,-9.800000000000011,-15.8,0,1,0,1,0,0,2019,train
2019,2019-03-11,True,False,wsh,sac,-2.0,121.0,115.0,6.0,1,4.0,1,0,wsh,sac,1,2.0,1,0,0.5774647887323944,0.3623188405797101,0.6666666666666666,0.6666666666666666,5.0,2.0,121.0,115.0,6.0,115.0,121.0,-6.0,125.4,121.2,4.2,113.4,113.4,0.0,0.2151459481526842,0.0,3.0,12.0,4.2,0,0,0,0,0,0,2019,train
2019,2019-03-11,True,False,bkn,det,-2.0,103.0,75.0,28.0,1,26.0,1,0,bkn,det,1,2.0,1,0,0.4666666666666667,0.375,0.6666666666666666,0.6666666666666666,5.0,3.0,103.0,75.0,28.0,75.0,103.0,-28.0,113.8,105.6,8.2,115.6,104.0,11.6,0.0916666666666666,0.0,2.0,-1.7999999999999972,-3.4000000000000004,0,0,0,0,0,0,2019,train
2019,2019-03-11,True,False,hou,cha,-10.0,118.0,106.0,12.0,1,2.0,1,0,hou,cha,1,10.0,1,0,0.7746478873239436,0.3478260869565217,1.0,0.3333333333333333,3.0,2.0,118.0,106.0,12.0,106.0,118.0,-12.0,115.8,108.2,7.6,109.0,117.8,-8.8,0.4268218003674219,0.6666666666666667,1.0,6.799999999999997,16.4,0,0,0,0,0,0,2019,train
2019,2019-03-11,True,False,lac,bos,2.0,140.0,115.0,25.0,1,27.0,1,0,lac,bos,1,2.0,1,0,0.5694444444444444,0.5972222222222222,1.0,0.6666666666666666,3.0,2.0,140.0,115.0,25.0,115.0,140.0,-25.0,124.2,111.8,12.4,111.2,108.8,2.4,-0.0277777777777777,0.3333333333333333,1.0,13.0,10.0,0,0,0,0,0,0,2019,train
2019,2019-03-12,True,False,dal,sa,3.5,105.0,112.0,-7.0,0,-3.5,0,1,dal,sa,1,3.5,0,1,0.5,0.3194444444444444,0.3333333333333333,0.3333333333333333,2.0,6.0,105.0,112.0,-7.0,112.0,105.0,7.0,97.8,106.4,-8.6,107.8,112.4,-4.6,0.1805555555555555,0.0,-4.0,-10.0,-4.0,0,0,0,0,0,0,2019,train
2019,2019-03-12,True,False,den,min,-9.5,133.0,107.0,26.0,1,16.5,1,0,den,min,1,9.5,1,0,0.7808219178082192,0.3378378378378378,0.3333333333333333,0.0,10.0,6.0,133.0,107.0,26.0,107.0,133.0,-26.0,116.0,111.4,4.6,120.2,131.8,-11.6,0.4429840799703813,0.3333333333333333,4.0,-4.200000000000003,16.2,0,0,0,0,1,0,2019,train
2019,2019-03-12,True,False,chi,lal,2.0,107.0,123.0,-16.0,0,-14.0,0,1,chi,lal,1,2.0,0,1,0.3424657534246575,0.3698630136986301,0.3333333333333333,0.0,4.0,10.0,107.0,123.0,-16.0,123.0,107.0,16.0,112.4,115.0,-2.6,112.4,123.2,-10.8,-0.0273972602739726,0.3333333333333333,-6.0,0.0,8.200000000000001,0,0,0,0,0,0,2019,train
2019,2019-03-12,True,False,lac,por,4.0,104.0,125.0,-21.0,0,-17.0,0,1,lac,por,1,4.0,0,1,0.5753424657534246,0.5070422535211268,1.0,0.3333333333333333,1.0,7.0,104.0,125.0,-21.0,125.0,104.0,21.0,128.2,110.2,18.0,113.2,109.8,3.4,0.0683002122322978,0.6666666666666667,-6.0,14.999999999999986,14.6,1,0,1,0,0,0,2019,train
2019,2019-03-12,True,False,phi,cle,-15.0,106.0,99.0,7.0,1,-8.0,0,1,phi,cle,1,15.0,1,0,0.7368421052631579,0.3611111111111111,0.6666666666666666,0.3333333333333333,2.0,4.0,106.0,99.0,7.0,99.0,106.0,-7.0,111.6,109.4,2.2,107.6,116.2,-8.6,0.3757309941520467,0.3333333333333333,-2.0,4.0,10.8,0,0,0,0,0,0,2019,train
2019,2019-03-12,True,False,ind,ny,-11.0,103.0,98.0,5.0,1,-6.0,0,1,ind,ny,1,11.0,1,0,0.6933333333333334,0.2236842105263158,0.6666666666666666,0.0,7.0,2.0,103.0,98.0,5.0,98.0,103.0,-5.0,112.4,109.0,3.4,101.8,108.8,-7.0,0.4696491228070175,0.6666666666666666,5.0,10.600000000000009,10.4,0,0,0,0,0,0,2019,train
2019,2019-03-12,True,False,no,mil,10.5,113.0,130.0,-17.0,0,-6.5,0,1,no,mil,1,10.5,0,1,0.5753424657534246,0.5540540540540541,0.0,0.0,4.0,2.0,113.0,130.0,-17.0,130.0,113.0,17.0,115.4,117.8,-2.4,120.4,122.0,-1.6,0.0212884116993705,0.0,2.0,-5.0,-0.7999999999999998,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,phx,utah,8.5,97.0,114.0,-17.0,0,-8.5,0,1,phx,utah,1,8.5,0,1,0.2638888888888889,0.4861111111111111,1.0,0.6666666666666666,7.0,5.0,97.0,114.0,-17.0,114.0,97.0,17.0,112.4,111.4,1.0,116.8,117.0,-0.2,-0.2222222222222222,0.3333333333333333,2.0,-4.3999999999999915,1.2,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,hou,gs,-4.0,104.0,106.0,-2.0,0,-6.0,0,1,hou,gs,1,4.0,0,1,0.7777777777777778,0.684931506849315,1.0,0.3333333333333333,2.0,10.0,104.0,106.0,-2.0,106.0,104.0,2.0,117.0,106.0,11.0,113.8,117.0,-3.2,0.0928462709284627,0.6666666666666667,-8.0,3.200000000000003,14.2,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,okc,bkn,-7.0,108.0,96.0,12.0,1,5.0,1,0,okc,bkn,1,7.0,1,0,0.6714285714285714,0.3835616438356164,0.3333333333333333,0.6666666666666666,10.0,4.0,108.0,96.0,12.0,96.0,108.0,-12.0,117.4,116.0,1.4,118.4,122.0,-3.6,0.2878669275929549,-0.3333333333333333,6.0,-1.0,5.0,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,mia,det,-2.0,108.0,74.0,34.0,1,32.0,1,0,mia,det,1,2.0,1,0,0.5492957746478874,0.3698630136986301,0.6666666666666666,0.6666666666666666,3.0,2.0,108.0,74.0,34.0,74.0,108.0,-34.0,117.4,112.2,5.2,105.6,100.2,5.4,0.1794327609492572,0.0,1.0,11.800000000000011,-0.2000000000000001,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,wsh,orl,-2.0,100.0,90.0,10.0,1,8.0,1,0,wsh,orl,1,2.0,1,0,0.5833333333333334,0.28,1.0,0.0,2.0,3.0,100.0,90.0,10.0,90.0,100.0,-10.0,123.8,116.8,7.0,103.2,109.2,-6.0,0.3033333333333333,1.0,-1.0,20.59999999999999,13.0,0,0,0,0,0,0,2019,train
2019,2019-03-13,True,False,atl,mem,1.0,132.0,111.0,21.0,1,22.0,1,0,atl,mem,1,1.0,1,0,0.3783783783783784,0.2285714285714285,0.3333333333333333,0.3333333333333333,3.0,10.0,132.0,111.0,21.0,111.0,132.0,-21.0,127.2,126.4,0.8,103.6,106.2,-2.6,0.1498069498069498,0.0,-7.0,23.60000000000001,3.4000000000000004,0,0,1,0,0,0,2019,train
2019,2019-03-14,True,False,orl,cle,-8.5,120.0,91.0,29.0,1,20.5,1,0,orl,cle,1,8.5,1,0,0.4594594594594595,0.3561643835616438,0.6666666666666666,0.0,6.0,2.0,120.0,91.0,29.0,91.0,120.0,-29.0,114.4,102.6,11.8,106.2,113.6,-7.4,0.1032950758978156,0.6666666666666666,4.0,8.200000000000003,19.200000000000003,0,0,0,0,0,0,2019,train
2019,2019-03-14,True,False,ind,okc,-0.0,108.0,106.0,2.0,1,2.0,1,0,ind,okc,1,0.0,1,0,0.6973684210526315,0.5131578947368421,0.6666666666666666,0.6666666666666666,2.0,3.0,108.0,106.0,2.0,106.0,108.0,-2.0,113.6,107.4,6.2,111.8,115.0,-3.2,0.1842105263157893,0.0,-1.0,1.7999999999999972,9.4,0,0,0,0,0,0,2019,train
2019,2019-03-14,True,False,bos,sac,-8.0,126.0,120.0,6.0,1,-2.0,0,1,bos,sac,1,8.0,1,0,0.6712328767123288,0.3571428571428571,0.3333333333333333,0.3333333333333333,10.0,3.0,126.0,120.0,6.0,120.0,126.0,-6.0,106.6,108.2,-1.6,112.8,113.6,-0.8,0.3140900195694716,0.0,7.0,-6.200000000000003,-0.8,0,0,0,0,0,0,2019,train
2019,2019-03-14,True,False,tor,lal,-7.0,111.0,98.0,13.0,1,6.0,1,0,tor,lal,1,7.0,1,0,0.8133333333333334,0.3783783783783784,0.6666666666666666,0.3333333333333333,9.0,2.0,111.0,98.0,13.0,98.0,111.0,-13.0,110.0,109.8,0.2,113.0,116.0,-3.0,0.4349549549549549,0.3333333333333333,7.0,-3.0,3.2,0,0,0,0,0,0,2019,train
2019,2019-03-14,True,False,utah,min,-9.0,120.0,100.0,20.0,1,11.0,1,0,utah,min,1,9.0,1,0,0.6621621621621622,0.3333333333333333,0.3333333333333333,0.0,3.0,2.0,120.0,100.0,20.0,100.0,120.0,-20.0,110.4,107.6,2.8,116.0,130.4,-14.4,0.3288288288288288,0.3333333333333333,1.0,-5.599999999999994,17.2,0,0,0,0,0,0,2019,train
2019,2019-03-14,True,False,den,dal,-11.5,100.0,99.0,1.0,1,-10.5,0,1,den,dal,1,11.5,1,0,0.7837837837837838,0.2054794520547945,0.3333333333333333,0.0,2.0,6.0,100.0,99.0,1.0,99.0,100.0,-1.0,118.6,109.2,9.4,107.6,123.2,-15.6,0.5783043317289893,0.3333333333333333,-4.0,11.0,25.0,0,0,0,0,1,0,2019,train
2019,2019-03-15,True,False,lac,chi,-9.0,128.0,121.0,7.0,1,-2.0,0,1,lac,chi,1,9.0,1,0,0.5675675675675675,0.2916666666666667,0.6666666666666666,0.3333333333333333,3.0,5.0,128.0,121.0,7.0,121.0,128.0,-7.0,122.2,113.8,8.4,118.2,122.6,-4.4,0.2759009009009008,0.3333333333333333,-2.0,4.0,12.8,0,0,1,0,0,0,2019,train
2019,2019-03-15,True,False,sa,ny,-13.5,109.0,83.0,26.0,1,12.5,1,0,sa,ny,1,13.5,1,0,0.7945205479452054,0.2207792207792207,1.0,0.0,5.0,3.0,109.0,83.0,26.0,83.0,109.0,-26.0,111.8,104.0,7.8,100.2,111.2,-11.0,0.5737413271659847,1.0,2.0,11.599999999999994,18.8,0,0,0,0,0,0,2019,train
2019,2019-03-15,True,False,mia,mil,5.0,98.0,113.0,-15.0,0,-10.0,0,1,mia,mil,1,5.0,0,1,0.5555555555555556,0.56,0.6666666666666666,0.3333333333333333,2.0,3.0,98.0,113.0,-15.0,113.0,98.0,15.0,113.8,102.0,11.8,118.2,116.6,1.6,-0.0044444444444444,0.3333333333333333,-1.0,-4.400000000000006,10.2,0,0,0,0,0,0,2019,train
2019,2019-03-15,True,False,no,por,9.0,110.0,122.0,-12.0,0,-3.0,0,1,no,por,1,9.0,0,1,0.5675675675675675,0.5138888888888888,0.0,0.6666666666666666,3.0,3.0,110.0,122.0,-12.0,122.0,110.0,12.0,111.8,119.4,-7.6,113.6,108.6,5.0,0.0536786786786787,-0.6666666666666666,0.0,-1.7999999999999972,-12.6,0,0,0,0,0,0,2019,train
2019,2019-03-15,True,False,wsh,cha,-3.0,110.0,116.0,-6.0,0,-9.0,0,1,wsh,cha,1,3.0,0,1,0.589041095890411,0.3428571428571428,1.0,0.3333333333333333,2.0,4.0,110.0,116.0,-6.0,116.0,110.0,6.0,120.0,113.6,6.4,104.4,117.4,-13.0,0.2461839530332681,0.6666666666666667,-2.0,15.599999999999994,19.4,0,0,1,0,0,0,2019,train
2019,2019-03-15,True,False,phi,sac,-11.0,123.0,114.0,9.0,1,-2.0,0,1,phi,sac,1,11.0,1,0,0.7402597402597403,0.352112676056338,1.0,0.3333333333333333,3.0,1.0,123.0,114.0,9.0,114.0,123.0,-9.0,111.6,108.8,2.8,112.2,113.8,-1.6,0.3881470642034023,0.6666666666666667,2.0,-0.6000000000000085,4.4,0,1,0,1,0,0,2019,train
2019,2019-03-15,True,False,det,lal,-12.5,111.0,97.0,14.0,1,1.5,1,0,det,lal,1,12.5,1,0,0.6111111111111112,0.3733333333333333,1.0,0.3333333333333333,5.0,1.0,111.0,97.0,14.0,97.0,111.0,-14.0,121.6,110.0,11.6,110.0,114.8,-4.8,0.2377777777777778,0.6666666666666667,4.0,11.599999999999994,16.4,0,1,0,1,0,0,2019,train
2019,2019-03-15,True,False,hou,phx,-12.5,108.0,102.0,6.0,1,-6.5,0,1,hou,phx,1,12.5,1,0,0.7671232876712328,0.2266666666666666,0.6666666666666666,0.6666666666666666,2.0,5.0,108.0,102.0,6.0,102.0,108.0,-6.0,113.8,106.4,7.4,113.8,118.0,-4.2,0.5404566210045662,0.0,-3.0,0.0,11.6,0,0,1,0,0,0,2019,train
2019,2019-03-16,True,False,den,ind,-7.0,102.0,100.0,2.0,1,-5.0,0,1,den,ind,1,7.0,1,0,0.7866666666666666,0.5068493150684932,0.6666666666666666,0.0,2.0,6.0,102.0,100.0,2.0,100.0,102.0,-2.0,114.0,109.8,4.2,103.2,111.6,-8.4,0.2798173515981734,0.6666666666666666,-4.0,10.799999999999995,12.6,0,0,1,0,1,0,2019,train
2019,2019-03-16,True,False,utah,bkn,-9.0,114.0,98.0,16.0,1,7.0,1,0,utah,bkn,1,9.0,1,0,0.6666666666666666,0.3783783783783784,0.3333333333333333,0.3333333333333333,2.0,3.0,114.0,98.0,16.0,98.0,114.0,-16.0,109.4,105.8,3.6,112.6,118.2,-5.6,0.2882882882882882,0.0,-1.0,-3.1999999999999886,9.2,0,0,0,0,0,0,2019,train
2019,2019-03-16,True,False,sa,por,-2.5,108.0,103.0,5.0,1,2.5,1,0,sa,por,1,2.5,1,0,0.7972972972972973,0.5205479452054794,1.0,0.6666666666666666,1.0,1.0,108.0,103.0,5.0,103.0,108.0,-5.0,111.0,99.0,12.0,118.6,112.2,6.4,0.2767493520918178,0.3333333333333333,0.0,-7.599999999999994,5.6,1,1,0,1,0,0,2019,train
2019,2019-03-16,True,False,wsh,mem,-1.5,135.0,128.0,7.0,1,5.5,1,0,wsh,mem,1,1.5,1,0,0.581081081081081,0.2253521126760563,0.6666666666666666,0.3333333333333333,1.0,3.0,135.0,128.0,7.0,128.0,135.0,-7.0,119.6,113.0,6.6,106.8,109.2,-2.4,0.3557289684050246,0.3333333333333333,-2.0,12.799999999999995,9.0,1,0,1,0,0,0,2019,train
2019,2019-03-16,True,False,no,phx,-4.5,136.0,138.0,-2.0,0,-6.5,0,1,no,phx,1,4.5,0,1,0.56,0.2236842105263158,0.0,0.3333333333333333,1.0,1.0,136.0,138.0,-2.0,138.0,136.0,2.0,108.2,120.8,-12.6,114.6,117.4,-2.8,0.3363157894736842,-0.3333333333333333,0.0,-6.3999999999999915,-9.8,1,1,1,0,0,0,2019,train
2019,2019-03-16,True,False,bos,atl,-10.5,129.0,120.0,9.0,1,-1.5,0,1,bos,atl,1,10.5,1,0,0.6756756756756757,0.2533333333333333,0.6666666666666666,0.3333333333333333,2.0,10.0,129.0,120.0,9.0,120.0,129.0,-9.0,109.4,107.6,1.8,120.4,118.4,2.0,0.4223423423423423,0.3333333333333333,-8.0,-11.0,-0.1999999999999999,0,0,0,0,0,0,2019,train
2019,2019-03-16,True,False,okc,gs,-2.0,88.0,110.0,-22.0,0,-24.0,0,1,okc,gs,1,2.0,0,1,0.676056338028169,0.6891891891891891,0.6666666666666666,0.6666666666666666,3.0,3.0,88.0,110.0,-22.0,110.0,88.0,22.0,115.0,113.0,2.0,113.6,112.0,1.6,-0.0131328511610201,0.0,0.0,1.4000000000000057,0.3999999999999999,0,0,0,0,0,0,2019,train
2019,2019-03-17,True,False,ny,lal,5.0,124.0,123.0,1.0,1,6.0,1,0,ny,lal,1,5.0,1,0,0.352112676056338,0.3684210526315789,0.3333333333333333,0.3333333333333333,8.0,2.0,124.0,123.0,1.0,123.0,124.0,-1.0,110.8,112.6,-1.8,106.4,111.4,-5.0,-0.0163083765752409,0.0,6.0,4.3999999999999915,3.2,0,0,0,1,0,0,2019,train
2019,2019-03-17,True,False,mia,cha,-3.0,93.0,75.0,18.0,1,15.0,1,0,mia,cha,1,3.0,1,0,0.547945205479452,0.352112676056338,0.3333333333333333,0.3333333333333333,2.0,2.0,93.0,75.0,18.0,75.0,93.0,-18.0,110.0,107.0,3.0,109.6,119.6,-10.0,0.195832529423114,0.0,0.0,0.4000000000000057,13.0,0,0,1,0,0,0,2019,train
2019,2019-03-17,True,False,mil,phi,-5.5,125.0,130.0,-5.0,0,-10.5,0,1,mil,phi,1,5.5,0,1,0.704225352112676,0.5277777777777778,1.0,0.3333333333333333,8.0,9.0,125.0,130.0,-5.0,130.0,125.0,5.0,113.8,108.0,5.8,108.6,108.0,0.6,0.1764475743348982,0.6666666666666667,-1.0,5.200000000000003,5.2,0,0,0,0,0,0,2019,train
2019,2019-03-17,True,False,det,tor,-0.0,110.0,107.0,3.0,1,3.0,1,0,det,tor,1,0.0,1,0,0.6164383561643836,0.6027397260273972,1.0,0.6666666666666666,2.0,6.0,110.0,107.0,3.0,107.0,110.0,-3.0,119.6,107.0,12.6,112.8,109.0,3.8,0.0136986301369863,0.3333333333333333,-4.0,6.799999999999997,8.8,0,0,0,0,0,0,2019,train
2019,2019-03-17,True,False,orl,atl,-9.0,101.0,91.0,10.0,1,1.0,1,0,orl,atl,1,9.0,1,0,0.4666666666666667,0.25,1.0,0.3333333333333333,3.0,1.0,101.0,91.0,10.0,91.0,101.0,-10.0,114.0,98.4,15.6,120.8,121.8,-1.0,0.2166666666666666,0.6666666666666667,2.0,-6.799999999999997,16.6,0,1,0,0,0,0,2019,train
2019,2019-03-17,True,False,sac,chi,-6.5,129.0,102.0,27.0,1,20.5,1,0,sac,chi,1,6.5,1,0,0.4722222222222222,0.2876712328767123,0.3333333333333333,0.0,10.0,2.0,129.0,102.0,27.0,102.0,129.0,-27.0,116.6,113.0,3.6,120.4,126.4,-6.0,0.1845509893455099,0.3333333333333333,8.0,-3.8000000000000114,9.6,0,0,0,0,0,0,2019,train
2019,2019-03-17,True,False,hou,min,-9.5,117.0,102.0,15.0,1,5.5,1,0,hou,min,1,9.5,1,0,0.7702702702702703,0.3289473684210526,0.6666666666666666,0.0,2.0,3.0,117.0,102.0,15.0,102.0,117.0,-15.0,111.6,104.6,7.0,111.4,128.2,-16.8,0.4413229018492176,0.6666666666666666,-1.0,0.1999999999999886,23.8,0,0,1,0,0,0,2019,train
2019,2019-03-17,True,False,lac,bkn,-6.0,119.0,116.0,3.0,1,-3.0,0,1,lac,bkn,1,6.0,1,0,0.5733333333333334,0.3733333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,119.0,116.0,3.0,116.0,119.0,-3.0,123.6,115.6,8.0,102.6,113.2,-10.6,0.2,0.3333333333333333,1.0,21.0,18.6,0,1,0,1,0,0,2019,train
2019,2019-03-18,True,False,phx,chi,-2.5,101.0,116.0,-15.0,0,-17.5,0,1,phx,chi,1,2.5,0,1,0.2602739726027397,0.2837837837837837,0.6666666666666666,0.0,5.0,1.0,101.0,116.0,-15.0,116.0,101.0,15.0,110.4,110.8,-0.4,119.0,130.8,-11.8,-0.023509811181044,0.6666666666666666,4.0,-8.599999999999994,11.4,0,1,0,1,0,0,2019,train
2019,2019-03-18,True,False,por,ind,-5.0,106.0,98.0,8.0,1,3.0,1,0,por,ind,1,5.0,1,0,0.7083333333333334,0.5,0.6666666666666666,0.0,9.0,2.0,106.0,98.0,8.0,98.0,106.0,-8.0,122.4,118.4,4.0,99.4,109.6,-10.2,0.2083333333333333,0.6666666666666666,7.0,23.0,14.2,0,0,0,0,0,0,2019,train
2019,2019-03-18,True,False,dal,no,-5.0,125.0,129.0,-4.0,0,-9.0,0,1,dal,no,1,5.0,0,1,0.4931506849315068,0.4729729729729729,0.0,0.6666666666666666,6.0,8.0,125.0,129.0,-4.0,129.0,125.0,4.0,98.6,106.4,-7.8,118.4,118.8,-0.4,0.0201777119585338,-0.6666666666666666,-2.0,-19.80000000000001,-7.4,0,0,0,0,0,0,2019,train
2019,2019-03-18,True,False,sa,gs,3.0,111.0,105.0,6.0,1,9.0,1,0,sa,gs,1,3.0,1,0,0.8,0.6933333333333334,1.0,1.0,2.0,2.0,111.0,105.0,6.0,105.0,111.0,-6.0,111.6,101.0,10.6,111.4,107.6,3.8,0.1066666666666666,0.0,0.0,0.1999999999999886,6.8,0,0,1,0,0,0,2019,train
2019,2019-03-18,True,False,okc,mia,-5.5,107.0,116.0,-9.0,0,-14.5,0,1,okc,mia,1,5.5,0,1,0.6666666666666666,0.4788732394366197,0.6666666666666666,0.3333333333333333,2.0,10.0,107.0,116.0,-9.0,116.0,107.0,9.0,103.0,105.6,-2.6,102.0,103.0,-1.0,0.1877934272300469,0.3333333333333333,-8.0,1.0,-1.6,0,0,0,0,0,0,2019,train
2019,2019-03-18,True,False,bos,den,-4.5,105.0,114.0,-9.0,0,-13.5,0,1,bos,den,1,4.5,0,1,0.68,0.4366197183098591,0.6666666666666666,0.3333333333333333,2.0,10.0,105.0,114.0,-9.0,114.0,105.0,9.0,111.6,109.6,2.0,109.4,109.2,0.2,0.2433802816901409,0.3333333333333333,-8.0,2.1999999999999886,1.8,0,0,1,0,0,1,2019,train
2019,2019-03-18,True,False,wsh,utah,5.5,95.0,116.0,-21.0,0,-15.5,0,1,wsh,utah,1,5.5,0,1,0.5866666666666667,0.4931506849315068,0.6666666666666666,0.6666666666666666,2.0,5.0,95.0,116.0,-21.0,116.0,95.0,21.0,119.6,114.4,5.2,118.0,113.4,4.6,0.0935159817351598,0.0,-3.0,1.5999999999999943,0.6000000000000005,0,0,1,0,0,0,2019,train
2019,2019-03-18,True,False,cle,det,6.5,126.0,119.0,7.0,1,13.5,1,0,cle,det,1,6.5,1,0,0.5135135135135135,0.3648648648648648,0.6666666666666666,0.3333333333333333,7.0,5.0,126.0,119.0,7.0,119.0,126.0,-7.0,109.6,110.6,-1.0,96.6,102.6,-6.0,0.1486486486486486,0.3333333333333333,2.0,13.0,5.0,0,0,0,0,0,0,2019,train
2019,2019-03-18,True,False,tor,ny,-12.5,128.0,92.0,36.0,1,23.5,1,0,tor,ny,1,12.5,1,0,0.8157894736842105,0.2179487179487179,0.6666666666666666,0.0,4.0,3.0,128.0,92.0,36.0,92.0,128.0,-36.0,108.2,106.0,2.2,95.4,107.4,-12.0,0.5978407557354926,0.6666666666666666,1.0,12.799999999999995,14.2,0,0,0,0,0,0,2019,train
2019,2019-03-19,True,False,cha,phi,-1.0,114.0,118.0,-4.0,0,-5.0,0,1,cha,phi,1,1.0,0,1,0.5540540540540541,0.5342465753424658,0.3333333333333333,0.3333333333333333,10.0,2.0,114.0,118.0,-4.0,118.0,114.0,4.0,105.8,111.6,-5.8,109.4,110.8,-1.4,0.0198074787115882,0.0,8.0,-3.6000000000000085,-4.4,0,0,0,0,0,0,2019,train
2019,2019-03-19,True,False,atl,hou,8.0,105.0,121.0,-16.0,0,-8.0,0,1,atl,hou,1,8.0,0,1,0.3866666666666666,0.6438356164383562,0.6666666666666666,1.0,6.0,9.0,105.0,121.0,-16.0,121.0,105.0,16.0,127.4,124.0,3.4,108.0,103.0,5.0,-0.2571689497716895,-0.3333333333333333,-3.0,19.40000000000001,-1.6,0,0,0,0,0,0,2019,train
2019,2019-03-19,True,False,min,gs,6.5,107.0,117.0,-10.0,0,-3.5,0,1,min,gs,1,6.5,0,1,0.7123287671232876,0.6842105263157895,1.0,0.6666666666666666,9.0,1.0,107.0,117.0,-10.0,117.0,107.0,10.0,120.4,111.6,8.8,107.4,104.6,2.8,0.0281182408074981,0.3333333333333333,8.0,13.0,6.000000000000001,0,1,0,1,0,0,2019,train
