season,date,regular,playoffs,home,away,whos_favored,spread,home_code_clean,away_code_clean,home_abbr,away_abbr,GAME_ID,GAME_DATE,SEASON_LABEL,SEASON_TYPE,home_team_abbr,home_pts_x,home_reb,home_ast,home_fgm,home_fga_x,home_fg3m_x,home_fg3a_x,home_ftm,home_fta_x,home_tov_x,home_stl,home_blk,home_plus_minus,away_team_abbr,away_pts_x,away_reb,away_ast,away_fgm,away_fga_x,away_fg3m_x,away_fg3a_x,away_ftm,away_fta_x,away_tov_x,away_stl,away_blk,away_plus_minus,home_margin,home_pts_y,home_fga_y,home_fta_y,home_oreb,home_tov_y,home_fg3m_y,home_fg3a_y,away_pts_y,away_fga_y,away_fta_y,away_oreb,away_tov_y,away_fg3m_y,away_fg3a_y,score_home,score_away,spread_home,margin_home,home_win,away_win,ats_margin_home,ats_push,ats_home_cover,covered_home
2018,2018-02-03,True,False,den,gs,away,5.0,den,gs,DEN,GSW,21700782.0,2018-02-03,2018.0,Regular Season,DEN,115.0,48.0,28.0,39.0,91.0,12.0,29.0,25.0,29.0,16.0,7.0,0.0,7.0,GSW,108.0,42.0,28.0,43.0,86.0,8.0,31.0,14.0,23.0,14.0,9.0,10.0,-7.0,7.0,,,,,,,,,,,,,,,115.0,108.0,5.0,7.0,1,0,12.0,0,1,1
2018,2018-02-03,True,False,min,no,home,-8.0,min,no,MIN,NOP,21700780.0,2018-02-03,2018.0,Regular Season,MIN,118.0,50.0,21.0,48.0,95.0,10.0,21.0,12.0,16.0,15.0,9.0,3.0,11.0,NOP,107.0,51.0,23.0,42.0,101.0,8.0,33.0,15.0,17.0,13.0,9.0,8.0,-11.0,11.0,,,,,,,,,,,,,,,118.0,107.0,-8.0,11.0,1,0,3.0,0,1,1
2018,2018-02-03,True,False,orl,wsh,away,5.0,orl,wsh,ORL,WAS,21700778.0,2018-02-03,2018.0,Regular Season,ORL,98.0,35.0,17.0,34.0,77.0,10.0,32.0,20.0,22.0,20.0,12.0,4.0,-17.0,WAS,115.0,38.0,35.0,46.0,85.0,7.0,26.0,16.0,18.0,15.0,14.0,6.0,17.0,-17.0,,,,,,,,,,,,,,,98.0,115.0,5.0,-17.0,0,1,-12.0,0,0,0
2018,2018-02-03,True,False,det,mia,home,-4.5,det,mia,DET,MIA,21700776.0,2018-02-03,2018.0,Regular Season,DET,111.0,49.0,23.0,44.0,84.0,9.0,26.0,14.0,17.0,18.0,7.0,5.0,4.0,MIA,107.0,33.0,30.0,44.0,91.0,14.0,36.0,5.0,7.0,12.0,13.0,4.0,-4.0,4.0,,,,,,,,,,,,,,,111.0,107.0,-4.5,4.0,1,0,-0.5,0,0,0
2018,2018-02-03,True,False,ind,phi,home,-1.0,ind,phi,IND,PHI,21700777.0,2018-02-03,2018.0,Regular Season,IND,100.0,42.0,25.0,35.0,79.0,9.0,27.0,21.0,25.0,14.0,15.0,8.0,8.0,PHI,92.0,49.0,21.0,33.0,87.0,10.0,32.0,16.0,24.0,18.0,8.0,2.0,-8.0,8.0,,,,,,,,,,,,,,,100.0,92.0,-1.0,8.0,1,0,7.0,0,1,1
2018,2018-02-03,True,False,lac,chi,home,-8.5,lac,chi,LAC,CHI,21700775.0,2018-02-03,2018.0,Regular Season,LAC,113.0,54.0,23.0,40.0,88.0,9.0,25.0,24.0,28.0,14.0,4.0,5.0,10.0,CHI,103.0,48.0,22.0,35.0,97.0,12.0,37.0,21.0,21.0,12.0,6.0,4.0,-10.0,10.0,,,,,,,,,,,,,,,113.0,103.0,-8.5,10.0,1,0,1.5,0,1,1
2018,2018-02-03,True,False,cle,hou,away,3.5,cle,hou,CLE,HOU,21700779.0,2018-02-03,2018.0,Regular Season,CLE,88.0,47.0,22.0,34.0,87.0,8.0,30.0,12.0,16.0,11.0,4.0,3.0,-32.0,HOU,120.0,53.0,28.0,44.0,93.0,19.0,51.0,13.0,16.0,9.0,6.0,5.0,32.0,-32.0,,,,,,,,,,,,,,,88.0,120.0,3.5,-32.0,0,1,-28.5,0,0,0
2018,2018-02-04,True,False,ny,atl,home,-5.5,ny,atl,NYK,ATL,21700786.0,2018-02-04,2018.0,Regular Season,NYK,96.0,48.0,16.0,41.0,94.0,5.0,23.0,9.0,15.0,15.0,10.0,8.0,-3.0,ATL,99.0,44.0,25.0,35.0,87.0,15.0,33.0,14.0,19.0,16.0,6.0,3.0,3.0,-3.0,,,,,,,,,,,,,,,96.0,99.0,-5.5,-3.0,0,1,-8.5,0,0,0
2018,2018-02-04,True,False,bkn,mil,away,5.0,bkn,mil,BKN,MIL,21700785.0,2018-02-04,2018.0,Regular Season,BKN,94.0,36.0,25.0,37.0,90.0,9.0,29.0,11.0,14.0,9.0,5.0,1.0,-15.0,MIL,109.0,54.0,19.0,42.0,81.0,8.0,19.0,17.0,21.0,14.0,3.0,7.0,15.0,-15.0,,,,,,,,,,,,,,,94.0,109.0,5.0,-15.0,0,1,-10.0,0,0,0
2018,2018-02-04,True,False,tor,mem,home,-11.0,tor,mem,TOR,MEM,21700787.0,2018-02-04,2018.0,Regular Season,TOR,101.0,44.0,21.0,41.0,89.0,6.0,35.0,13.0,15.0,12.0,13.0,7.0,15.0,MEM,86.0,45.0,17.0,29.0,81.0,8.0,25.0,20.0,23.0,19.0,7.0,6.0,-15.0,15.0,,,,,,,,,,,,,,,101.0,86.0,-11.0,15.0,1,0,4.0,0,1,1
2018,2018-02-04,True,False,bos,por,away,1.5,bos,por,BOS,POR,21700784.0,2018-02-04,2018.0,Regular Season,BOS,97.0,51.0,24.0,35.0,85.0,15.0,36.0,12.0,17.0,11.0,3.0,6.0,1.0,POR,96.0,46.0,21.0,36.0,91.0,13.0,31.0,11.0,14.0,8.0,4.0,9.0,-1.0,1.0,,,,,,,,,,,,,,,97.0,96.0,1.5,1.0,1,0,2.5,0,1,1
2018,2018-02-04,True,False,okc,lal,home,-9.5,okc,lal,OKC,LAL,21700788.0,2018-02-04,2018.0,Regular Season,OKC,104.0,46.0,17.0,40.0,89.0,7.0,25.0,17.0,25.0,18.0,13.0,6.0,-4.0,LAL,108.0,40.0,24.0,42.0,86.0,13.0,30.0,11.0,18.0,19.0,6.0,7.0,4.0,-4.0,,,,,,,,,,,,,,,104.0,108.0,-9.5,-4.0,0,1,-13.5,0,0,0
2018,2018-02-04,True,False,phx,cha,away,6.5,phx,cha,PHX,CHA,21700789.0,2018-02-04,2018.0,Regular Season,PHX,110.0,39.0,24.0,41.0,77.0,15.0,29.0,13.0,13.0,19.0,4.0,4.0,-5.0,CHA,115.0,43.0,24.0,40.0,96.0,10.0,38.0,25.0,29.0,8.0,12.0,6.0,5.0,-5.0,,,,,,,,,,,,,,,110.0,115.0,6.5,-5.0,0,1,1.5,0,1,1
2018,2018-02-05,True,False,lac,dal,home,-6.0,lac,dal,LAC,DAL,21700796.0,2018-02-05,2018.0,Regular Season,LAC,104.0,39.0,28.0,42.0,87.0,10.0,27.0,10.0,12.0,13.0,10.0,3.0,3.0,DAL,101.0,38.0,22.0,33.0,80.0,17.0,42.0,18.0,20.0,20.0,5.0,5.0,-3.0,3.0,,,,,,,,,,,,,,,104.0,101.0,-6.0,3.0,1,0,-3.0,0,0,0
2018,2018-02-05,True,False,den,cha,home,-4.0,den,cha,DEN,CHA,21700794.0,2018-02-05,2018.0,Regular Season,DEN,121.0,41.0,30.0,46.0,81.0,18.0,34.0,11.0,13.0,11.0,10.0,2.0,17.0,CHA,104.0,36.0,21.0,39.0,77.0,11.0,26.0,15.0,24.0,10.0,7.0,1.0,-17.0,17.0,,,,,,,,,,,,,,,121.0,104.0,-4.0,17.0,1,0,13.0,0,1,1
2018,2018-02-05,True,False,no,utah,home,-0.0,no,utah,NOP,UTA,21700793.0,2018-02-05,2018.0,Regular Season,NOP,109.0,30.0,24.0,47.0,93.0,8.0,22.0,7.0,13.0,14.0,10.0,6.0,-24.0,UTA,133.0,45.0,29.0,52.0,89.0,14.0,21.0,15.0,17.0,15.0,6.0,5.0,24.0,-24.0,,,,,,,,,,,,,,,109.0,133.0,-0.0,-24.0,0,1,-24.0,0,0,0
2018,2018-02-05,True,False,sac,chi,home,-2.0,sac,chi,SAC,CHI,21700795.0,2018-02-05,2018.0,Regular Season,SAC,104.0,45.0,22.0,37.0,84.0,11.0,32.0,19.0,25.0,11.0,5.0,5.0,6.0,CHI,98.0,46.0,20.0,32.0,80.0,14.0,36.0,20.0,24.0,12.0,6.0,1.0,-6.0,6.0,,,,,,,,,,,,,,,104.0,98.0,-2.0,6.0,1,0,4.0,0,1,1
2018,2018-02-05,True,False,ind,wsh,away,3.0,ind,wsh,IND,WAS,21700791.0,2018-02-05,2018.0,Regular Season,IND,102.0,35.0,19.0,37.0,80.0,12.0,29.0,16.0,25.0,16.0,6.0,2.0,-9.0,WAS,111.0,43.0,29.0,45.0,82.0,7.0,25.0,14.0,17.0,14.0,8.0,1.0,9.0,-9.0,,,,,,,,,,,,,,,102.0,111.0,3.0,-9.0,0,1,-6.0,0,0,0
2018,2018-02-05,True,False,det,por,home,-3.0,det,por,DET,POR,21700790.0,2018-02-05,2018.0,Regular Season,DET,111.0,51.0,36.0,44.0,88.0,15.0,30.0,8.0,12.0,14.0,7.0,4.0,20.0,POR,91.0,45.0,18.0,37.0,94.0,10.0,33.0,7.0,8.0,13.0,9.0,5.0,-20.0,20.0,,,,,,,,,,,,,,,111.0,91.0,-3.0,20.0,1,0,17.0,0,1,1
2018,2018-02-05,True,False,mia,orl,home,-8.5,mia,orl,MIA,ORL,21700792.0,2018-02-05,2018.0,Regular Season,MIA,109.0,53.0,21.0,40.0,93.0,3.0,23.0,26.0,35.0,12.0,5.0,4.0,-2.0,ORL,111.0,39.0,25.0,41.0,84.0,13.0,30.0,16.0,19.0,11.0,8.0,5.0,2.0,-2.0,,,,,,,,,,,,,,,109.0,111.0,-8.5,-2.0,0,1,-10.5,0,0,0
2018,2018-02-06,True,False,gs,okc,home,-10.0,gs,okc,GSW,OKC,21700803.0,2018-02-06,2018.0,Regular Season,GSW,105.0,45.0,27.0,37.0,76.0,8.0,28.0,23.0,31.0,25.0,7.0,8.0,-20.0,OKC,125.0,40.0,17.0,44.0,93.0,12.0,31.0,25.0,33.0,13.0,14.0,3.0,20.0,-20.0,,,,,,,,,,,,,,,105.0,125.0,-10.0,-20.0,0,1,-30.0,0,0,0
2018,2018-02-06,True,False,lal,phx,home,-7.5,lal,phx,LAL,PHX,21700804.0,2018-02-06,2018.0,Regular Season,LAL,112.0,56.0,19.0,39.0,83.0,11.0,26.0,23.0,26.0,14.0,7.0,7.0,19.0,PHX,93.0,48.0,24.0,36.0,94.0,8.0,29.0,13.0,23.0,11.0,4.0,4.0,-19.0,19.0,,,,,,,,,,,,,,,112.0,93.0,-7.5,19.0,1,0,11.5,0,1,1
2018,2018-02-06,True,False,tor,bos,home,-5.0,tor,bos,TOR,BOS,21700798.0,2018-02-06,2018.0,Regular Season,TOR,111.0,40.0,29.0,40.0,80.0,17.0,36.0,14.0,17.0,15.0,10.0,4.0,20.0,BOS,91.0,38.0,21.0,33.0,83.0,10.0,23.0,15.0,20.0,17.0,3.0,3.0,-20.0,20.0,,,,,,,,,,,,,,,111.0,91.0,-5.0,20.0,1,0,15.0,0,1,1
2018,2018-02-06,True,False,phi,wsh,home,-6.5,phi,wsh,PHI,WAS,21700802.0,2018-02-06,2018.0,Regular Season,PHI,115.0,45.0,27.0,45.0,82.0,14.0,28.0,11.0,14.0,17.0,9.0,4.0,13.0,WAS,102.0,39.0,23.0,41.0,93.0,7.0,27.0,13.0,18.0,12.0,14.0,2.0,-13.0,13.0,,,,,,,,,,,,,,,115.0,102.0,-6.5,13.0,1,0,6.5,0,1,1
2018,2018-02-06,True,False,ny,mil,home,-1.5,ny,mil,NYK,MIL,21700801.0,2018-02-06,2018.0,Regular Season,NYK,89.0,47.0,20.0,37.0,89.0,5.0,23.0,10.0,15.0,20.0,5.0,6.0,-14.0,MIL,103.0,43.0,23.0,37.0,82.0,8.0,26.0,21.0,27.0,15.0,11.0,6.0,14.0,-14.0,,,,,,,,,,,,,,,89.0,103.0,-1.5,-14.0,0,1,-15.5,0,0,0
2018,2018-02-06,True,False,bkn,hou,away,11.5,bkn,hou,BKN,HOU,21700800.0,2018-02-06,2018.0,Regular Season,BKN,113.0,37.0,24.0,41.0,85.0,16.0,35.0,15.0,17.0,11.0,8.0,2.0,-10.0,HOU,123.0,40.0,16.0,45.0,81.0,16.0,33.0,17.0,21.0,11.0,7.0,7.0,10.0,-10.0,,,,,,,,,,,,,,,113.0,123.0,11.5,-10.0,0,1,1.5,0,1,1
2018,2018-02-06,True,False,orl,cle,away,6.5,orl,cle,ORL,CLE,21700797.0,2018-02-06,2018.0,Regular Season,ORL,116.0,50.0,27.0,46.0,88.0,6.0,22.0,18.0,27.0,13.0,7.0,8.0,18.0,CLE,98.0,36.0,19.0,36.0,84.0,12.0,37.0,14.0,20.0,14.0,4.0,4.0,-18.0,18.0,,,,,,,,,,,,,,,116.0,98.0,6.5,18.0,1,0,24.5,0,1,1
2018,2018-02-06,True,False,atl,mem,home,-3.5,atl,mem,ATL,MEM,21700799.0,2018-02-06,2018.0,Regular Season,ATL,108.0,36.0,29.0,42.0,83.0,8.0,25.0,16.0,21.0,14.0,13.0,5.0,26.0,MEM,82.0,37.0,23.0,34.0,79.0,4.0,22.0,10.0,13.0,27.0,7.0,5.0,-26.0,26.0,,,,,,,,,,,,,,,108.0,82.0,-3.5,26.0,1,0,22.5,0,1,1
2018,2018-02-07,True,False,det,bkn,home,-9.5,det,bkn,DET,BKN,21700805.0,2018-02-07,2018.0,Regular Season,DET,115.0,46.0,20.0,44.0,92.0,9.0,24.0,18.0,25.0,7.0,10.0,3.0,9.0,BKN,106.0,50.0,33.0,39.0,90.0,17.0,51.0,11.0,12.0,20.0,4.0,6.0,-9.0,9.0,,,,,,,,,,,,,,,115.0,106.0,-9.5,9.0,1,0,-0.5,0,0,0
2018,2018-02-07,True,False,mia,hou,away,4.5,mia,hou,MIA,HOU,21700806.0,2018-02-07,2018.0,Regular Season,MIA,101.0,41.0,23.0,39.0,88.0,13.0,32.0,10.0,12.0,13.0,3.0,3.0,-8.0,HOU,109.0,35.0,16.0,38.0,74.0,12.0,31.0,21.0,26.0,10.0,8.0,6.0,8.0,-8.0,,,,,,,,,,,,,,,101.0,109.0,4.5,-8.0,0,1,-3.5,0,0,0
2018,2018-02-07,True,False,cle,min,away,3.5,cle,min,CLE,MIN,21700807.0,2018-02-07,2018.0,Regular Season,CLE,140.0,41.0,33.0,52.0,88.0,21.0,41.0,15.0,23.0,16.0,5.0,1.0,2.0,MIN,138.0,35.0,33.0,54.0,93.0,19.0,33.0,11.0,12.0,12.0,7.0,4.0,-2.0,2.0,,,,,,,,,,,,,,,140.0,138.0,3.5,2.0,1,0,5.5,0,1,1
2018,2018-02-07,True,False,mem,utah,away,7.0,mem,utah,MEM,UTA,21700808.0,2018-02-07,2018.0,Regular Season,MEM,88.0,36.0,18.0,34.0,81.0,8.0,23.0,12.0,16.0,16.0,12.0,5.0,-4.0,UTA,92.0,43.0,14.0,29.0,69.0,6.0,22.0,28.0,33.0,20.0,6.0,4.0,4.0,-4.0,,,,,,,,,,,,,,,88.0,92.0,7.0,-4.0,0,1,3.0,0,1,1
2018,2018-02-07,True,False,phx,sa,away,10.5,phx,sa,PHX,SAS,21700810.0,2018-02-07,2018.0,Regular Season,PHX,81.0,44.0,15.0,33.0,97.0,3.0,32.0,12.0,18.0,11.0,8.0,4.0,-48.0,SAS,129.0,62.0,26.0,46.0,93.0,16.0,32.0,21.0,27.0,12.0,6.0,6.0,48.0,-48.0,,,,,,,,,,,,,,,81.0,129.0,10.5,-48.0,0,1,-37.5,0,0,0
2018,2018-02-08,True,False,gs,dal,home,-14.5,gs,dal,GSW,DAL,21700815.0,2018-02-08,2018.0,Regular Season,GSW,121.0,51.0,37.0,45.0,88.0,14.0,29.0,17.0,20.0,16.0,6.0,7.0,18.0,DAL,103.0,34.0,19.0,40.0,92.0,9.0,37.0,14.0,17.0,12.0,15.0,7.0,-18.0,18.0,,,,,,,,,,,,,,,121.0,103.0,-14.5,18.0,1,0,3.5,0,1,1
2018,2018-02-08,True,False,lal,okc,home,-1.5,lal,okc,LAL,OKC,21700816.0,2018-02-08,2018.0,Regular Season,LAL,106.0,51.0,28.0,42.0,96.0,10.0,31.0,12.0,13.0,8.0,5.0,7.0,25.0,OKC,81.0,50.0,16.0,32.0,90.0,8.0,34.0,9.0,19.0,14.0,6.0,4.0,-25.0,25.0,,,,,,,,,,,,,,,106.0,81.0,-1.5,25.0,1,0,23.5,0,1,1
2018,2018-02-08,True,False,por,cha,home,-3.5,por,cha,POR,CHA,21700814.0,2018-02-08,2018.0,Regular Season,POR,109.0,57.0,18.0,41.0,90.0,9.0,31.0,18.0,22.0,17.0,7.0,7.0,6.0,CHA,103.0,44.0,17.0,38.0,98.0,13.0,33.0,14.0,17.0,12.0,10.0,3.0,-6.0,6.0,,,,,,,,,,,,,,,109.0,103.0,-3.5,6.0,1,0,2.5,0,1,1
2018,2018-02-08,True,False,wsh,bos,away,2.0,wsh,bos,WAS,BOS,21700813.0,2018-02-08,2018.0,Regular Season,WAS,104.0,52.0,28.0,38.0,95.0,12.0,26.0,16.0,20.0,22.0,11.0,4.0,-6.0,BOS,110.0,45.0,16.0,39.0,84.0,9.0,26.0,23.0,34.0,18.0,9.0,6.0,6.0,-6.0,,,,,,,,,,,,,,,104.0,110.0,2.0,-6.0,0,1,-4.0,0,0,0
2018,2018-02-08,True,False,tor,ny,home,-14.0,tor,ny,TOR,NYK,21700812.0,2018-02-08,2018.0,Regular Season,TOR,113.0,52.0,31.0,43.0,95.0,16.0,43.0,11.0,14.0,9.0,11.0,5.0,25.0,NYK,88.0,43.0,19.0,33.0,83.0,7.0,27.0,15.0,18.0,16.0,4.0,8.0,-25.0,25.0,,,,,,,,,,,,,,,113.0,88.0,-14.0,25.0,1,0,11.0,0,1,1
2018,2018-02-08,True,False,orl,atl,away,1.5,orl,atl,ORL,ATL,21700811.0,2018-02-08,2018.0,Regular Season,ORL,100.0,36.0,20.0,36.0,84.0,9.0,29.0,19.0,22.0,13.0,10.0,6.0,2.0,ATL,98.0,46.0,25.0,37.0,87.0,12.0,30.0,12.0,18.0,17.0,4.0,7.0,-2.0,2.0,,,,,,,,,,,,,,,100.0,98.0,1.5,2.0,1,0,3.5,0,1,1
2018,2018-02-09,True,False,phi,no,home,-6.0,phi,no,PHI,NOP,21700818.0,2018-02-09,2018.0,Regular Season,PHI,100.0,58.0,26.0,39.0,93.0,14.0,34.0,8.0,9.0,16.0,10.0,4.0,18.0,NOP,82.0,46.0,17.0,33.0,95.0,8.0,31.0,8.0,16.0,12.0,8.0,6.0,-18.0,18.0,,,,,,,,,,,,,,,100.0,82.0,-6.0,18.0,1,0,12.0,0,1,1
2018,2018-02-09,True,False,det,lac,home,-3.5,det,lac,DET,LAC,21700817.0,2018-02-09,2018.0,Regular Season,DET,95.0,40.0,22.0,36.0,88.0,10.0,31.0,13.0,17.0,9.0,5.0,5.0,-13.0,LAC,108.0,57.0,23.0,42.0,91.0,10.0,30.0,14.0,15.0,10.0,6.0,3.0,13.0,-13.0,,,,,,,,,,,,,,,95.0,108.0,-3.5,-13.0,0,1,-16.5,0,0,0
2018,2018-02-09,True,False,atl,cle,away,2.0,atl,cle,ATL,CLE,21700819.0,2018-02-09,2018.0,Regular Season,ATL,107.0,42.0,20.0,37.0,83.0,16.0,44.0,17.0,19.0,12.0,4.0,4.0,-16.0,CLE,123.0,43.0,31.0,46.0,86.0,15.0,35.0,16.0,24.0,9.0,8.0,4.0,16.0,-16.0,,,,,,,,,,,,,,,107.0,123.0,2.0,-16.0,0,1,-14.0,0,0,0
2018,2018-02-09,True,False,bos,ind,home,-4.0,bos,ind,BOS,IND,21700820.0,2018-02-09,2018.0,Regular Season,BOS,91.0,38.0,16.0,34.0,89.0,7.0,27.0,16.0,20.0,10.0,5.0,8.0,-6.0,IND,97.0,53.0,18.0,37.0,83.0,5.0,20.0,18.0,22.0,15.0,6.0,5.0,6.0,-6.0,,,,,,,,,,,,,,,91.0,97.0,-4.0,-6.0,0,1,-10.0,0,0,0
2018,2018-02-09,True,False,mia,mil,home,-1.5,mia,mil,MIA,MIL,21700821.0,2018-02-09,2018.0,Regular Season,MIA,91.0,51.0,16.0,32.0,88.0,10.0,26.0,17.0,18.0,16.0,7.0,7.0,6.0,MIL,85.0,37.0,18.0,32.0,76.0,6.0,20.0,15.0,17.0,18.0,9.0,9.0,-6.0,6.0,,,,,,,,,,,,,,,91.0,85.0,-1.5,6.0,1,0,4.5,0,1,1
2018,2018-02-09,True,False,chi,min,away,7.5,chi,min,CHI,MIN,21700822.0,2018-02-09,2018.0,Regular Season,CHI,114.0,39.0,22.0,41.0,83.0,9.0,26.0,23.0,30.0,11.0,5.0,4.0,1.0,MIN,113.0,46.0,19.0,41.0,87.0,8.0,22.0,23.0,28.0,14.0,8.0,4.0,-1.0,1.0,,,,,,,,,,,,,,,114.0,113.0,7.5,1.0,1,0,8.5,0,1,1
2018,2018-02-09,True,False,hou,den,home,-8.0,hou,den,HOU,DEN,21700823.0,2018-02-09,2018.0,Regular Season,HOU,130.0,48.0,26.0,43.0,86.0,19.0,41.0,25.0,34.0,12.0,5.0,7.0,26.0,DEN,104.0,39.0,25.0,42.0,88.0,3.0,28.0,17.0,21.0,10.0,7.0,2.0,-26.0,26.0,,,,,,,,,,,,,,,130.0,104.0,-8.0,26.0,1,0,18.0,0,1,1
2018,2018-02-09,True,False,utah,cha,home,-6.5,utah,cha,UTA,CHA,21700824.0,2018-02-09,2018.0,Regular Season,UTA,106.0,49.0,29.0,41.0,84.0,10.0,29.0,14.0,17.0,14.0,5.0,7.0,12.0,CHA,94.0,33.0,17.0,35.0,85.0,9.0,24.0,15.0,19.0,7.0,8.0,2.0,-12.0,12.0,,,,,,,,,,,,,,,106.0,94.0,-6.5,12.0,1,0,5.5,0,1,1
2018,2018-02-09,True,False,sac,por,away,5.0,sac,por,SAC,POR,21700825.0,2018-02-09,2018.0,Regular Season,SAC,100.0,43.0,25.0,38.0,90.0,9.0,23.0,15.0,21.0,12.0,5.0,3.0,-18.0,POR,118.0,45.0,18.0,43.0,88.0,15.0,35.0,17.0,18.0,11.0,10.0,4.0,18.0,-18.0,,,,,,,,,,,,,,,100.0,118.0,5.0,-18.0,0,1,-13.0,0,0,0
2018,2018-02-10,True,False,phx,den,away,7.5,phx,den,PHX,DEN,21700832.0,2018-02-10,2018.0,Regular Season,PHX,113.0,36.0,24.0,46.0,84.0,7.0,19.0,14.0,25.0,15.0,7.0,9.0,-10.0,DEN,123.0,37.0,20.0,45.0,88.0,13.0,29.0,20.0,22.0,14.0,10.0,5.0,10.0,-10.0,,,,,,,,,,,,,,,113.0,123.0,7.5,-10.0,0,1,-2.5,0,0,0
2018,2018-02-10,True,False,gs,sa,home,-10.5,gs,sa,GSW,SAS,21700831.0,2018-02-10,2018.0,Regular Season,GSW,122.0,44.0,35.0,48.0,85.0,12.0,27.0,14.0,15.0,16.0,5.0,6.0,17.0,SAS,105.0,34.0,30.0,43.0,94.0,5.0,27.0,14.0,19.0,10.0,8.0,5.0,-17.0,17.0,,,,,,,,,,,,,,,122.0,105.0,-10.5,17.0,1,0,6.5,0,1,1
2018,2018-02-10,True,False,chi,wsh,away,5.5,chi,wsh,CHI,WAS,21700829.0,2018-02-10,2018.0,Regular Season,CHI,90.0,45.0,23.0,34.0,80.0,9.0,32.0,13.0,16.0,16.0,11.0,2.0,-11.0,WAS,101.0,41.0,31.0,38.0,82.0,13.0,38.0,12.0,14.0,14.0,8.0,3.0,11.0,-11.0,,,,,,,,,,,,,,,90.0,101.0,5.5,-11.0,0,1,-5.5,0,0,0
2018,2018-02-10,True,False,dal,lal,home,-3.5,dal,lal,DAL,LAL,21700830.0,2018-02-10,2018.0,Regular Season,DAL,130.0,40.0,32.0,48.0,89.0,12.0,27.0,22.0,27.0,11.0,8.0,3.0,7.0,LAL,123.0,37.0,29.0,46.0,84.0,16.0,34.0,15.0,22.0,17.0,7.0,0.0,-7.0,7.0,,,,,,,,,,,,,,,130.0,123.0,-3.5,7.0,1,0,3.5,0,1,1
2018,2018-02-10,True,False,orl,mil,away,5.0,orl,mil,ORL,MIL,21700827.0,2018-02-10,2018.0,Regular Season,ORL,104.0,41.0,23.0,37.0,83.0,8.0,30.0,22.0,26.0,12.0,7.0,3.0,-7.0,MIL,111.0,41.0,28.0,43.0,82.0,9.0,25.0,16.0,20.0,12.0,7.0,4.0,7.0,-7.0,,,,,,,,,,,,,,,104.0,111.0,5.0,-7.0,0,1,-2.0,0,0,0
2018,2018-02-10,True,False,bkn,no,away,2.5,bkn,no,BKN,NOP,21700826.0,2018-02-10,2018.0,Regular Season,BKN,128.0,60.0,30.0,43.0,114.0,21.0,59.0,21.0,22.0,17.0,10.0,3.0,-10.0,NOP,138.0,59.0,23.0,52.0,106.0,9.0,24.0,25.0,39.0,15.0,10.0,10.0,10.0,-10.0,,,,,,,,,,,,,,,128.0,138.0,2.5,-10.0,0,1,-7.5,0,0,0
2018,2018-02-10,True,False,phi,lac,home,-5.0,phi,lac,PHI,LAC,21700828.0,2018-02-10,2018.0,Regular Season,PHI,112.0,45.0,32.0,43.0,90.0,13.0,33.0,13.0,17.0,12.0,12.0,8.0,14.0,LAC,98.0,53.0,20.0,38.0,88.0,8.0,32.0,14.0,23.0,17.0,7.0,5.0,-14.0,14.0,,,,,,,,,,,,,,,112.0,98.0,-5.0,14.0,1,0,9.0,0,1,1
2018,2018-02-11,True,False,por,utah,home,-3.5,por,utah,POR,UTA,21700840.0,2018-02-11,2018.0,Regular Season,POR,96.0,37.0,16.0,33.0,81.0,9.0,25.0,21.0,25.0,13.0,7.0,4.0,-19.0,UTA,115.0,58.0,23.0,41.0,88.0,13.0,26.0,20.0,22.0,13.0,8.0,4.0,19.0,-19.0,,,,,,,,,,,,,,,96.0,115.0,-3.5,-19.0,0,1,-22.5,0,0,0
2018,2018-02-11,True,False,okc,mem,home,-4.5,okc,mem,OKC,MEM,21700839.0,2018-02-11,2018.0,Regular Season,OKC,110.0,38.0,21.0,34.0,77.0,16.0,37.0,26.0,40.0,10.0,6.0,3.0,18.0,MEM,92.0,47.0,21.0,32.0,82.0,6.0,28.0,22.0,24.0,17.0,4.0,5.0,-18.0,18.0,,,,,,,,,,,,,,,110.0,92.0,-4.5,18.0,1,0,13.5,0,1,1
2018,2018-02-11,True,False,min,sac,home,-13.0,min,sac,MIN,SAC,21700838.0,2018-02-11,2018.0,Regular Season,MIN,111.0,37.0,29.0,37.0,74.0,9.0,24.0,28.0,32.0,17.0,10.0,5.0,5.0,SAC,106.0,43.0,17.0,42.0,88.0,10.0,25.0,12.0,17.0,19.0,12.0,2.0,-5.0,5.0,,,,,,,,,,,,,,,111.0,106.0,-13.0,5.0,1,0,-8.0,0,0,0
2018,2018-02-11,True,False,hou,dal,home,-15.0,hou,dal,HOU,DAL,21700837.0,2018-02-11,2018.0,Regular Season,HOU,104.0,42.0,15.0,34.0,78.0,13.0,45.0,23.0,33.0,9.0,9.0,7.0,7.0,DAL,97.0,52.0,26.0,38.0,93.0,10.0,31.0,11.0,16.0,14.0,6.0,4.0,-7.0,7.0,,,,,,,,,,,,,,,104.0,97.0,-15.0,7.0,1,0,-8.0,0,0,0
